cleaned_text,label
viral terkini,negatif
hai kak gaonme maaf bikin kakak nyaman aku bantu cek kendala kakak lbh lanjut infoin detail kendala dm kak stay safe bl,negatif
hai kak userthv maaf buat risau terkait kendala shopeepay terpotong prioritaskan pengecekan infoin kendala kamu melalui dm media sosial kak stay safe ru,negatif
shopee error banget najis masa ongkir sby lmg hampir k kocak anj kali satunya palembang lmg k masuk akal woi,negatif
iya kak aku minggu lebih hari buat co shopee akun nya,negatif
sekarang kak punya ku jadi aku co nya lewat amun shopee mama,positif
iklan aplikasi sangat menggangubikin resah,positif
bener dong anjir banyak komplen noh kagak sengaja sekali,negatif
nih dc kamu namanya fajrul mempermalukan gua obrak abrik kantor kamu anjing,negatif
hi kak ahasa maaf buat kendala terkait pembelian atribut kamu biar aku bantu infoin detail kendala id driver kamu dm yaa terimakasih po,negatif
min tadi kan bayar pdam app shopeepay berhasil kok dicek banyak app tagihannya lunas dah jadi bayar,negatif
kakak pa ustad,negatif
hi kak dwikyalfi mohon maaf atas ketidaknyamanannya aku bantu cek infoin detail kendala ss kendala kakak melalui dm social media stay safe ky,negatif
halo cek dm terima kasih,positif
min promonya apaan,netral
ngerti tulisannya gratis biaya admin minimal isi saldo k eh bawahnya biaya admin tulisan top up saldo transfer bank gratis eh saldo masuk k jangan permainkan aku paman,negatif
lttd border px solid br msodataplacementsamecellgthi kak zoeldyik mohon maaf atas ketidaknyamanannya aku bantu cek infoin detail kendala kakak melalui dm social media stay safe ky,netral
happy hour limangewu limangatus seket terimakasih,positif
kompak sekali semuanya bayar tagihan pdam,positif
viral vior ngemut kntl panjang vincent,negatif
beneran langsung tarik tunai kasirnya kanpakai ikios soal nya dulu mau isi shopeepay suruh pakai ikios dulu bodohtanya kasirnya ajarin jadi males isi shopeepay sama cara setor tunai lewat indomaret,negatif
habis belanja enaknya makan bakmie disini,netral
min pesanan pembayaran indosat hifi kemaren kok masuk pihak indosat hifi padahal bayar kemarin lewat aplikasi shoope akhirnya wifi blokir,negatif
bacot doang,netral
hi kak maaf bikin kamu tenang terkait transfer shopeepay masuk ewallet tujuan statusnya sukses silakan kakak menghubungi pihak ewallet penerima melampirkan esn pd detail transaksimu thanks na,negatif
gokil emang seller macam nya lolos jualan shopee banget mah shopee berantas orang macam begini chat ready katanya ready mau jam bls pesan wkwkwkw,negatif
hai kak hercessra maaf yaa buat nyaman terkait kendala kakak alami aku bantu cek infoin username ss transaksi kakak melalui via live chat dm sosmed have a nice day dm,negatif
topup nya topup nyaaa,positif
topup shopeepay bank btn kok masuk bank btnnya tercatat terkirim,negatif
lah kampret banget shopee oke kak terima kasih banyak atas informasi nya,negatif
dapet tips katanya kalo mau bener langganan shopee plus akalan biar langganan shopeeplus ogah banget mending aku pakai akun ortu aku biar didiemin dulu akun ku wkwkwk,negatif
kemajuan jawaban nya sama alias template banget,negatif
mana platinum sering belanja kena allah gimana nasib gold ang ang ang,positif
ka ampunkamu seminggu tindakan shopee aku baru hari misuh belanja gajelas shopee emang padahal akun nya nyalahin siapa²,negatif
shopee lama gajelas akun platinum kena kegajelasan shopee kesel,negatif
sumpah aku jiga begini mulu padahal dah seminggu transaksi apa masa tb diduga menyalahgunakan akun tuh apasih maksudnya,negatif
cek hampers gift box kado oatmeal cookies jar free greeting card pita bubble wrap luckybite harga rp dapatkan shopee sekarang highly rekomen hampers packaging nya baguss banget rasanya enak,positif
duanya deket,negatif
viral tiktok terbaru,negatif
im so happyyyy pagi pagi jajanin,positif
kalo aku co melakukan pembayaran kak harian,positif
spesial si kecil � dapatkan setelan koko kurta anak usia tahun desain cantik nyaman dipakai harga promo terbatas beli sekarang nikmati diskon besar gratis ongkir link toko shopee,positif
kalo aku kaya gini terus kaa kayanya emang eror shopee,positif
mlm mingguan dsni,positif
moots mau nanya kalian pernah alamin shopee nya kaya gini btw shopee ku hari buat co apapun terus admin nya tanggapan sama sekali sama kasus ku,negatif
hai kak lizinpixel maaf buat kamu nyaman terkait kendala dialami aku bantu cek lebih lanjut diinfoin detail kendala melalui dm aku tunggumk,negatif
nentuin jarak ongkir pengantaran mitra driver jarak tempuh rute tempuh mitra driver shopee,netral
hi kak ruthaps maaf buat kamu khawatir terkait kendala kakka alami aku bantu infoin aku detail kendala kamu sreenshot kendala kamu aku melalui resmi x yaa stay safe nv,negatif
hi kak sjdkdsy maaf buat kamu khawatir terkait kendala kakka alami aku bantu infoin aku detail kendala kamu sreenshot kendala kamu aku melalui resmi x yaa stay safe nv,negatif
dm panjang lebar jawabannya copas malesin ahhhhh,negatif
dong aplikasi shopeepay aku buat scan qr,netral
menikmati promo jangan lupa cek dapatkan rewards bandwidth internet terpakai jaringan terdesentralisasi transparan,positif
hi kak deniyati maaf buat kamu khawatir terkait kendala kakka alami aku bantu infoin aku detail kendala kamu sreenshot kendala kamu aku melalui resmi x yaa stay safe nv,negatif
kelantjutan nyo rajo hambar kan so,netral
diterima silakan kakak menghubungi pihak terlebih shopeepay infokan no seri external bukti transaksi proses lebih lanjut thx nz,negatif
hi kak putriwiduri memahami keluhan kamu terjadi gangguan dana mengalami keluhan sama terkait top up saldo shopeepay masuk status berhasil infoin transaksi sukses sisi dana,positif
jakarta terkena wabah zombie sebuah karya anak bangsa gokiiilll,negatif
kalau malang mampir warles yogyakarta lembah dieng,negatif
lawan bu masa sama barang kw raja jawa kalah,negatif
nih cari hp second murah,negatif
jam nunggu masuk hello mana nih percaya kalau kejadianya kek gini ayolah butuh nih nominalnya kecil kok jangan sedot lah,negatif
ayo dong ngadu nih masa ditanggepin,negatif
dong bantu nunggu berapa jam biar uang masuk rekening perasaan masalah samsek terus kalau mau cancel sekali nunggu berapa hari biar uang balik,negatif
bank raya transaksi masalah tuh kok duit masuk shopeepay,negatif
jawab dong apaan nih kok lama sekali transaksi,negatif
eh shopeepay gimana transaksi jam sekarang masuk sih ditahan duit orang kecewa sekali kebijakan apa nahan transaksi estimasi masuk jam masuk suruh nunggu berapa lama,negatif
hi kak maaf bikin kamu tenang terkait transfer berhasil sisi dana masuk ewallet tujuan hub diana yuk infoin no laporanmu via dm kak bantu keluhan kamu sebaik mungkin thanks na,negatif
hi kak bantu kamu memiliki keluhan maupun pertanyaan seputar dana yuk ceritakan detailnya keluhan kakak melalui dm kak tks uh,positif
balikin uang aing langsung dipakek ribet donlod fitur maju chat k cs kudu donlod fitur giliran nyimpen duit cepet,negatif
aplikasi bapuk najis jangan pernah nyimpen uang shopeepay,negatif
coba kemeja basic wanita oversize link shopeenya disini,netral
halo sahabat mohon maaf atas ketidaknyamanannya apabila bank mandiri penerima dana penerimaan dana transfer bank mandiri pihak bersifat pasif menunggu dana diterima kemudian dikreditkan rekening,negatif
halo bpkibu mohon menunggu pesan segera balas akun resmi bank mandiri terdapat centang emas verified terletak sebelah kanan nama akun jangan memberikan data rahasia pin angka cvv belakang kartu mpin password otp pihak,negatif
halo baru melakukan transfer bank mandiri malah nyangkut kendalanya mandiri apa shopeepay mohon bantuannya butuh cepat,netral
mau gacor lancar terus ketik link,negatif
pengenya tiket konser gratis,negatif
hai sobat seabank kamu jangan khawatir dm kamu sedang antrean minsea segera membalas dm kamu mohon kesediaannya menunggu melakukan pengecekan berkala semoga informasi membantu ik,negatif
i maksimalkan efisiensi apbn mendukung ekonomi berkelanjutan adil,positif
kaget banget baru kali dapet koin segini makasi,negatif
mkan alternatif,positif
viral terbaru,negatif
untung adaaa tweet kamu kaa aku jd lega nyari google gatau keywordnya,negatif
samaa ka baru ngeuh ngebentak suruh baca lantang surat peringatan tau lgsg ku matiin dehh,negatif
bedaa kaa wkwk modusnya sama banget wkwkwk,netral
baru banget aku️,positif
sepatu pdl agumy boots tactical predator cream kerja lapangan pdl satpol pp polri,positif
hi kak ddiinnyydiny maaf bikin resah terkait dana tf diterima aku bantu blh infoin ss bukti tf detail kndl username dm terima kasih stay safe nk,negatif
min cdm,positif
penipu,negatif
jangan klik kalau ragu,netral
hai kak maaf bikin kakak cemas terkait kendala kakak yuk segera infoin aku username shopee no pesanan kakak tw dm aku tungguvl,negatif
nyusu dulu min,negatif
kalo seprti siapa rugikan penjual penerima kesalahan kan sama kurir jadj retak drone jual barang sini mulus sana retak sblm kirim vidio call sama pembeli,negatif
install app shopeepay cuss install masukin kode pas registrasi buat dapet bonus koin k kodenya ypnbtn,negatif
kamen bali jadi songket bordir menawarkan kombinasi sempurna motif bordir tradisional gaya boho modern,positif
pelayananmu makin buruk pee jangan malas baca dm,negatif
penipu blok,negatif
hoak teh,negatif
nipu atuh,negatif
viral guru murid,positif
yuk mau daget lebih banyak grup tele aku banyak sekali daget game kuis tebak gambar menguntungkan mu kalau mau join ketipu mulu ama modus bilang mau ngasih banyak padahal zonkmending berburu pp daget,negatif
bantu umkm pemula,netral
coklatnya kakak,negatif
masuk kesaluran biar dapetin diskon tambahan belanja shopee viral sleman ayam,negatif
viral janda binal full hd berikut linknya,negatif
terus aplikasi shopee dimohon jangan lag trs terimakasih,netral
transfer,netral
mantap,netral
klik disini,positif
cabe hasil kebun sendiri harga bersahabat,positif
cek sellene perfume yasmine extrait de parfum ml harga rp dapatkan shopee sekarang,positif
hi kak turut senang atas saldo kakak berhasil masuk terus meningkatkan pelayanan kakak nyaman amp aman bertransaksi dana thxjn,positif
infokan no seri external bukti transaksi proses lebih lanjut thx jn,netral
hi kak maaf bikin kakak tenang kakak mengalami top up shopeepay masuk statusnya berhasil sisi dana infoin transaksi tersebut berhasil kakak menghubungi pihak merchant tujuan,negatif
hi kak dumpssnha maaf buat nyaman terkait kendala pengembalian dana kakak aku bantu pengecekan infoin username shopee nomor pesanan lewat dm yaa kak sehat selalunz,negatif
cek dm min,netral
tadi pagi transaksi via qris dana terpotong dana masuk akun qris tujuan gimana,negatif
jdi ketiga terakhir kaliny mencoba mengajukan dana,negatif
proses lebih lanjut sbg informasi terjadi gangguan dana kak thx nz,negatif
hi kak xxixohee maaf buat kamu tenang mengalami top up saldo shopeepay masuk status berhasil silakan kakak menghubungi pihak merchant tujuan terlebih infokan no seri external bukti transaksi,negatif
hi kak maaf bua kamu tenang terkait keluhan kirim saldo diterima ewallet tujuan kamu hub pihak ewallet penerima mencantumkan no seri eksternal tertera status transaksi dana kak tks uh,negatif
hi kak maaf buat kamu tenang kakak memiliki keluhan terkait kirim saldo diterima menindaklanjuti keluhan tersebut yuk segera hub asisten digital melalui halaman aktivitasactivitythx uh,negatif
yuliari fauzan izulhaq orangnya sinting,negatif
yuliari fauzan ilham punya penyakit odgj,negatif
yuliari fauzan izzulhaq orangnya sinting,negatif
yuliari fauzan idulhaq orangnya waras,negatif
yuliari fauzan izuhaq orang gila,negatif
yuliari fauzan izulhaq manusia kaya babi,negatif
yuliari fauzan izulhaq manusia jahanam,negatif
yuliari fauzan izulhaq manusia biadab,negatif
wih mantep promo,positif
harga murah klik link,negatif
tablet anaknya,positif
permisi min min mau refund saldo shopeepay nomer order uwsegbojzopmmknfsyrdwe sebanyak dikarenakan mengirim saldo nomor aktif,negatif
rak troli plastik rak toilet rak kamar mandi rak dapur serbaguna roda rak bumbu rak susun kosmetik harga rp dapatkan shopee sekarang,positif
viral terbaru menit,negatif
semoga beli,negatif
hi kak maaf buat kamu khawatir terkait kendala kamu mimin bantu infoin aku detail kendala kamu sreenshot kendala kamu mimin melalui resmi x yaa stay safe nv,negatif
video viral bulan sutena klik link nya sekarang,negatif
hi kak maaf buat kamu khawatir terkait kendala log in kamu mimin bantu infoin aku detail kendala kamu sreenshot kendala kamu mimin melalui resmi x yaa stay safe nv,negatif
gara² bikin program undian berhadiah buat nominal transfer unik tiap hari kiriman saldo org random tau bagaimana cara balikinnya,negatif
hi kak maaf buat kamu khawatir terkait kendala pesnaan kamu mimin bantu infoin aku detail kendala kamu sreenshot kendala kamu mimin melalui resmi x yaa stay safe nv,negatif
jngan manja sama negara makanya anyink manja sama tuhan,negatif
harihari kena scam goblog untung pakai nomor anon,negatif
cardigan buat cewe nih bagus bagus sekali,netral
ka sekarang,netral
telpon polisnya om,negatif
bayar doang lama banget kenape,negatif
bg beres,netral
tas bekel lucu,positif
min gimana nih min aku mau mindahin akun hp lama hp baru soalnya disuruh verifikasi wajah terus pas verifikasi selalu wajah dikenali,negatif
anak bawah umur perkosa brutal terkejut terjadi barubaru,negatif
daftar affiliator shope terkaya penghasilan affiliate,positif
hai kak maaf yaa buat nyaman terkait kendala kamu alami system normal mohon mencoba kak aku bantu cek infoin detail kendala ss kendala kakak melalui dm ig sehat selalu pd,negatif
hi kak mohon maaf terkait kendala terjadi sebelumnya system normal mohon mencoba kak terjadi kendala kakak dm ig terima kasih yq,negatif
hi kak mohon maaf terkait kendala terjadi sebelumnya terjadi gangguan sistem system normal kakak mencoba terjadi kendala kakak dm ig sehat selalu kak bq,negatif
hi kak maaf buat risau terkait kendala kakak pengecekan lebih lanjut infokan detail kendala username dm terima kasih aku tunggu nk,negatif
resign kerja after nikah,negatif
promo berlaku min,netral
deh case segera diselesain tau kalian mau untung kalo fair gapapa lah fair sekali kudu tetep bayar transaksi hotel pakai atas kesalahan kalian,negatif
hi kak mohon maaf terkait kendala terjadi sebelumnya system normal mohon mencoba kak terjadi kendala kakak dm ig terima kasih zy,negatif
mjb kak pernah ambil bulan januari,negatif
shipping fee jam tifak dibayarkan gimana,negatif
hai kak maaf yaa buat nyaman terkait kendala kamu alami aku bantu cek infoin detail kendala ss kendala kakak melalui dm ig sehat selalu pd,negatif
hi kak mohon maaf atas ketidaknyamanannya terkait kendala kakak aku bantu lebih lanjut dm social media mengirimkan detail kendalanya kak terimakasih sehat selalu kakfo,negatif
asik dapet nomer penipu selidiki,netral
wah perbaiki biaya layanan naik jadi,negatif
nsfpnya gimanaaaa kan backdate duh pusing aku si mau sekali balik sistem lama pikirin soal nsfp,negatif
siap min,netral
aku top up nambah saldo nya sekarang bagaimana,positif
bahasa alusnya kakkk kalau maintanance mestinya terjadwal kalo tengah tengah error mendadakkk,negatif
kapan bener nyaaa gua top up transaksi berhasil saldo shopee nya ganambahhhhh,positif
belumm kaakk statusnya proses terus,positif
cepetan min mau co bahan buat tugas,netral
maksudnya tdi error nyantumin biaya penanganan makin mahal yee pdhal pakai sopeepay mending cash se,negatif
allaah keburuu abiss barang aku mauuu,negatif
jangan kelamaan pls aku mau co barangaksjsjak,negatif
pntesan dah panik duluan,negatif
min laperrr aku min mau pesen sopiputt,negatif
min kapan aku mau bayar tagihan tax ku,negatif
cek dm please,netral
normal yaaa,netral
cepetan gakkkkk gua mau co instant maksimal jam,negatif
error,negatif
okee makasi infonya kaa,netral
bro,positif
normalnya kapan jir mau dipakai,netral
duhh lama banget duitnya pending padahal mau buat kepentingan min,negatif
shopee makin lama makin bobrok admin seller besar sekali sekarang kalo mau co pakai gratis ongkir shopeeplus berbayar sekarang pemeliharaan sistem siang bolonggg jam sibuk,negatif
apalu akun nipu,negatif
guys,positif
minnn cepet minnn,negatif
kapan min,negatif
sampek kapan min yaampun takiro uangku gkbisa transfer,negatif
malu minn belanja dagangan bayar bawa saldo shopeepay doang,negatif
kapan mana saldo nya lumayan kaloau pemeliharaan sistem jangan sekarang minimal pas malam hari pas orang tidur haduhhhh,negatif
nga cetak resiii gimana wehhhh,negatif
min kapan iniii mau beliiiii kuotaaaa,negatif
min aku lapar dibayar anjerr,negatif
beneran eror dah panik tadiiiiii,negatif
nyusahin sekali jam segini pemeliharaan sistem orang urgent,positif
pantesan mau co lewat shopeepay kagak nongol tu,negatif
laper min kirimin gua makanan tanggung jawab,positif
pantes iiiiii ak beli makan bayar benci bgtttttttt ak malu sama pelayannya arghhhhhh ak marahhhh,negatif
ideee siapa ngadain pemeliharaan sistem jam seginiii coba gua tanyaaaaaaa astaaagaaaa,netral
hiks laperrrr drtadi mau sopifud pembayaran lewat shopeepay mana uang cash kalo pembayaran cod,negatif
mau co bisakeburu abis dah shopee error,negatif
kapan inii,negatif
ih iya ih aku mau top up tiba-tiba jaringan eror pdhl sinyal bagus,negatif
min ak laper mau sopifud bagaimana bayar pakai seabank gbs top up shopeepay gbs,positif
dritadi panik banget transaksi masuk akun shopee,negatif
min semoga saldonya ilang yaa,negatif
plis woi berdiri setengah jem indomaret mau top up gajadi jadi taunya maintenance mana jam jam sibuk gini bjir lah,negatif
berapa lama min dah beres belom,negatif
lah pemeliharaan sistem siang begini kocak,negatif
min aku reedem promo serba seribu masa kemarin,negatif
oalah pantes mau pesen makan opsi shopeepay,negatif
segera dibenerin mo bayar tiket kereta takut kehabisan,negatif
aku laper lt,positif
kacau pantesan top up nya masuk jangan kelamaan min pemeliharaan sistem nya,negatif
niat banget kamu tolol nipunya semua orang reply,negatif
pakai mbanking gabisaaa masa,netral
serius jam sibuk malah maintenance woyy malu bayar iniii ditungguin kasirr nyesel lah masukin saldo shopee semua,negatif
minimal kalau mau pemeliharaan tuh start tengah malam kek nyusahin tau jam segini malah pemeliharaan panik bahkan layanannya hilang livin mandiri kasih tau dong jam berapa,negatif
ayooo keburu sameday,negatif
mesti kokk shopee sama seabank nih pemeliharaan sistem mah tengah malem lah bukan jam sibuk begini ah elah capek sama sopi,negatif
buruan benerin banget iniii ih elah siang begini mana pemberitahuan sebelumnya,negatif
pantesan min mau bayar kok keterangannya connection timeoutcore terus jadi kebayar min,negatif
jam segini sih pemeliharaan sistem begini,netral
buruan benerin laper,netral
shopee pay doang ngaruh resi si ngeprint ² tdi,negatif
he cepetin dong orang mau bayar spinjam spaylater niat sekali kamu bikin keterlambatan biar kena denda,negatif
kapan estimasinya kasih tau min klo mo live jadi bingung,negatif
otak dodol sih gini pas butuh malah pemeliharaan pecat orang oon mutusin pemeliharaan jam gini jam sibuk malah dipakai,negatif
please lah shopee barang rufund acc sama punya saldo masuk notif tak sama sekali mana halaman pengembalian error mulu duit woiiii,negatif
yaampun buruan deh benernya mau cekout instan seburu tokonya tutup hadehhhhhhhh,negatif
yahh min cek dm dong,negatif
min jangan lama lama aku makan hari,netral
min ak laper,netral
dibantu dong anak ornag nangis saldo shopeepaynya nampak co pakai shopeepay,negatif
sama plis dah panik,negatif
oo pantesan smp berapa lama min,negatif
pemeliharaan sistem harusnya malem min bukan pas jam sibuk gini hari senen,netral
jam berapa minn,negatif
klik link,negatif
panik sekali pemeliharaan sistem tuh tengah malem si min jangan siang bolong gini,negatif
maaf min mw pakai gofood keburu laper,negatif
oalaah makanya bayar²,negatif
mau nangis,negatif
kocak,netral
panik mana cs,negatif
jangan lama minn aku mau co,netral
kirain akun gua suspend,negatif
jam jam segini jirrr,negatif
plss jam berapa co apa apa anjir buat jualan,negatif
lama min aku mau co album kpop,positif
pemeliharaan sistem harusnya dinihari pas orang banyak pakai bukannya malah jam sekarang mana orang banyak pakai kocak bner dah kamu,netral
ye ditungguin,negatif
gawat nih apps error aman min,negatif
pantesan login ulang tetap ternyataaa,negatif
pemeliharaan kok jam segini,positif
iyaa barusan ak cari search bar keburu panik dikira punyaku doang,negatif
buruan benerin plis,netral
oalaaa panteess mau jajan gbisaa bayarr,negatif
plisss aku mau beli makan weee,netral
woiiii nangisss saldooo ku disituuuuuu,negatif
laperrrrrrrr minnnnnnn aku mau pesennnnn sopifuuuudddd bayarrrrrr aaaaaaa laparrrrrrrrr tolonggggg,negatif
brarti emg error kakk,negatif
owalahh,netral
pantes tadi mau co barang muncul spaynyaa kapan min kaya gini,negatif
jam berapa,negatif
shopee pay down yaa login,negatif
piye awan² kok pemeliharaan,netral
aku habis tf seabank dana shopee seabank masuk,negatif
shopee error shopeepay ku buka soalnya uangnya tadi mau dipakai eh malah,negatif
pantess mau tf lewat spy statusnya sedang proses,negatif
min mau cetak resi gabisaaaaaa trs diberanda orderan perlu dikirim pesanan diproses cuma,negatif
jam berapa min mau cari maem shopeepay nya min,negatif
mana chat cs sama telpon gabisaa bjir laah mo nanges,netral
hooh kenape,positif
kak shopeepay error aku mau co metode pembayaran shopeepay terus aku download appnya katanya kesalahan sistem gabsa link,negatif
gatau kak huhu aku mo jajan pakai shupi pay tiba ilang tuh fitur ngape si luuukkhh,negatif
shopeepay gangguan mulu kapan selesainya,negatif
min kalo barang dibatalkan penjual pembayaran virtual account tuh duit masuk,negatif
min cepet perbaiki dong banyak perlu nih,negatif
dong adaa opsi pembayaran shopeepay nyaa tf ewallet or tf bank ih,netral
ih iya sama kirain aku doang,netral
eror betulin buruan butuh,negatif
shopee yaa payment pakai shopeepay error,negatif
buruan guys hott nih guru vs murid,negatif
error kak,negatif
benerin shopeepay nya dong anjrirrr error,negatif
gimana proses doang saldo kepotong dong gimana,netral
jawaaaaaaaaappppppp,negatif
siang min izin tny shopeepay error kh,negatif
hai kak maaf sekali buat pengalamannya yuk infokan nomor im waktu kejadian nama paket harga paket channel pembelian metode pembayaran capture transaksi melalui dm kak mimin tunggu konfirmasinya salam manistiya,negatif
kak jadinya masuk aku baru ngalamin,negatif
bagaimana mint tiba-tiba kok direfund dana refundnya masuk,negatif
min aku top up shopeepay mbanking success saldo nambah tu yah,positif
mint ak beli kuota via shopeepay pembayaran dah berhasil kuota belom masuk,negatif
majalaya sama pelayanan nya jelek selekedep,netral
batas max,netral
guys akunku reedem promo shopeepay serba seribu masa,positif
klo pasar modern kan langsung datengin tokonya flownya beda nah klo mau kek cukup belanja pasar tradisional klo belanja online bayar dulu baru buka buka sesuai silahkan ajukan refund sering kek uang balik aman,negatif
bang poin coffee khusus varian ice palm berarti,positif
aku begini terus,positif
haloo aku kemaren sehari sihh gagal akhirnya saldoku balik,negatif
spaylater kok total belanja tagihannya padahal cicilan bedanya lumayan,netral
emang hp apa,netral
abis tf shopeepay gopay wajar apa engga proses tadii dongg masuk masuk pernah begini,negatif
haloo ka mau nanyaa gimana yaa soalnya aku begini mana langsung tf gopay nominal besar gaa ngecek dulu proses nya bepa lama,negatif
aku suka belanja shopee,positif
hi kak izin promote,negatif
brengsek nih iklan,negatif
hi kak maaf buat resah terkait kendala kakak alami aku bantu cek lebih lanjut infoin ss transaksi username shopee lewat dm sosmed yaa terimakasihjz,negatif
minta bantuan ngetrack transaksi merchant payment lewat cs,negatif
cs begini langsung disable layanan pilihan cod cs tersebut biar belanja sistem cod situ ribet investigasi buat ngembaliin uang kurir,negatif
setuju,negatif
hai kak mohon maaf atas ketidaknyamanannya terkait kendala kakak alami cek lebih lanjut mohon infokan detail kendalanya melalui dm media sosial tunggu rj,negatif
bls dm min,netral
min caranya transfer saldo shopeepay indo shopeepay malaysia gimana,negatif
min baca dm,negatif
oke deh siyap,netral
viral,negatif
cek dm min,netral
kak akunku buat co dong kak,negatif
lucu imut,positif
shopee gold malah berubah turun silver,netral
transfer gopay kok belom masuk masuk lama amatcek inbox kirim kode transaksinya,negatif
joan ikut seneng kalo bayar tagihannya makasih yaa kak pakai indihome joan,netral
dah min jadinya bayar lewat shopeepay thanks,negatif
iyaa kudu wajib suspend biar korban,negatif
hai kak maaf buat kakak nyaman aku bantu infoin detail kendala ss kendala kakak dm stay safe kak ns,negatif
update tementemen spam wa si monyet langsung block nomer ngeblock cuma nomer pribadi nomornomor buat nipu block kakak suspend acc,negatif
hai kak maaf buat kendalanya yuk sampaikan detail data transaksinya melalui dm keluhan kakak tersebut mimin bantu terusin kak selalu waspada kak akun resmi twitter bni bercentang emas verified sebelah nama akun bukan photo profile,negatif
akun spotify canva pro lainnya ready murmerr dm kuy,positif
hai kak maaf buat kamu nyaman terkait kendala pembayaran kakak proses aku bantu cek infoin aku ss bukti pembayarannya melalui dm ig terima kasih menghubungi shopee sehat selalu we,negatif
gimana yah saldo kepotong masuk merchant nya,negatif
halo min kemarin melakukan transaksi lewat shopepay va bri membayar sekolah anak sekarang proses sedang diproses terus min buat bayar sekolah gimana nih min solusinya,negatif
cara mendapat vocher shopeepay,netral
cek dm min,netral
cara dapatin uang sedikit penting konsisten,netral
mending cs asli dah gercep balesnya banding cs lama betttt dm dibales bizi sekali om keknya,negatif
surabaya jakarta balik semarang ngapain anj rumah gua cilegon,negatif
wanita cantik kurir top shoope,positif
via dm sosial media kak sehat selalult,positif
hai kak maaf bikin kamu risau terkait kendala pembayaran shopeepay terverifikasi aku bantu pengecekan lebih lanjut infoin screenshot detail transaksi username nomor pesanan kakak,negatif
cek dm,netral
anak orang boneka gemoy,negatif
hi kak maaf bikin kakak nyaman sama kendala kakak alami aku cek lebih lanjut yuk infoin username kamu dm sehat selalu ck,negatif
min pesen shopeefood sejam driver titik sama tu gimana min aku chat cs langsung dimatiin live chat nya,negatif
hi kak mohon maaf atas ketidaknyamanannya terkait kendala berlangganan voucher shopefood aku bantu cek aku saranin kakak meginformasikan detail kendala kakak dm social media sehat selalu yt,negatif
min perasaan aku pernah berlangganan voucher paket shopee food deh kok tau tau notif pembayaran shopeefood aku merasa transkasi apapun tanggal tanggal,negatif
hi kak maaf buat kamu khawatir terkait kendala kakak alami aku bantu infoin aku detail kendala kamu sreenshot kendala kamu aku melalui resmi x yaa stay safe nv,negatif
kan kesempatan voucher belanja jt shopeepay link,netral
gagal top up transaksi dilakukan tgl januari sekarang kejelasan uang masuk gopay cs membalas dm customer,negatif
min spinjam error nih gimana mau bayar,negatif
cowonya menang banyak viral trending,negatif
anyway tadi sempet makan waroenk salemba wuihh enak abis tadi hehehe kamu bayangin nyasar ampe salemba sehatsehat org galak kamu bayangin deh si abang chill gini sukses deh punya cowo sabar,negatif
bang s nyuruh sabar kalau ikutin emosi dah pgn banget w teriakin kalau mau duit sana kerja tolol dah sekian guys muak banget sama org tolol mohon perhatiannya,negatif
kak verifikasi shopeepay berapa lama kak,negatif
hai kak maaf buat kendalanya kak kakak kirim dm terkait keluhan kakak dm kakak mimin balas mohon menunggu terlebih kak waspada info kontak mengatasnamakan bni website umum akun resmi x twitter bni,negatif
apa sulitnya sih kasih tahu penerima alloh alloh mumet²,negatif
hai kak mohon maaf atas ketidaknyamanannya terkait kendala kamu aku bantu pengecekan lebih lanjut infoin aku username detail kendala melalui dm ig terima kasih dp,negatif
hai kak baik kak perlu khawatir dm kakak mimin balas kak mohon menunggu selalu jaga kerahasiaan data pribadi kakak hatihati info kontak mengatasnamakan bni website umum x twitter resmi bni centang emas verified,negatif
saldo ketahan lumayan banyak kalau kaya gini rugi dong cust,negatif
aku mau,positif
halo admin bagaimana saldo satu masuk bagaiman pertanggungjawaban nya thanks,positif
yuk gabung grup tele racun shopee,positif
ngebug parah nih mungkin tim developer qa nya butuh bonus liburan total checkout rp rp buat bayar disable,negatif
viral terbaru link bawah,negatif
hi kak maaf sekali buat kamu nyaman terkait kendala kamu aku infoin kamu chat aku melalui dm social media melampirkan detail kronologi username sehat selalu rb,negatif
lihat selangkapnya,netral
cek sandal jepit pria triglavsandal gunung priatriglav original,positif
hai kak baik kak ditunggu dm kakak mimin respon jaga selalu kerahasiaan data pribadi kakak waspada info kontak mengatasnamakan bni website umum akun resmi x twitter bni centang emas verified sebelah nama akun bukan photo,negatif
kalian punya team berantas penipuan sih,negatif
min hari tagihan paylater ku jatuh tempo duit nya masi nyangkut solusi nya gimana nih dm ku respon padahal kemarin selisih jam dibales dong pihak solusi nya gimana,negatif
oke kak jangan khawatir aku cek dm kakak satu per satu ditunggu yaa sehat selalu rb,netral
halo min cek dm terima kasih,positif
ikut yuk,positif
min cek dm,positif
top up gopay lewat masuk yaa gangguan kahhh,positif
haii kak maaf bikin nyaman terkait kendala kamu alami aku bantu cek infoin detail kendala no pesanan danusername kamu dm social media aku tunggu ex,negatif
haii kak maaf bikin nyaman terkait kendala kamu alami aku bantu cek infoin detail kendala kamu dm social media aku tunggu ex,negatif
heyy apa maksudnu nahh padahal cukup lohh saldonya woii,netral
min spaylater kapan bekuin padahal tagihan,netral
ribet deh tinggal download aplikasi shopeepay langsung bayar qris serba seribu hemat sekali buat belanja merchant kesayangan,negatif
